open_time,open,high,low,close,volume
2025-03-30 15:53:02.491526,8.2,8.214316778013153,8.164205944212325,8.2,64527.15
2025-03-30 16:08:02.491526,8.27,8.334468699271866,8.230559189036576,8.27,12421.71
2025-03-30 16:23:02.491526,8.28,8.307267322443533,8.257701874462196,8.28,61095.15
2025-03-30 16:38:02.491526,8.39,8.463953006027467,8.35998879451849,8.39,12209.15
2025-03-30 16:53:02.491526,8.26,8.312507087672643,8.1994634194517,8.26,76905.13
2025-03-30 17:08:02.491526,8.27,8.332036098317412,8.195891664388823,8.27,12574.24
2025-03-30 17:23:02.491526,8.23,8.282430796599346,8.167278945222822,8.23,72313.9
2025-03-30 17:38:02.491526,8.25,8.306224299013234,8.209667178830983,8.25,51774.85
2025-03-30 17:53:02.491526,8.39,8.451306087399228,8.313755422982627,8.39,60489.88
2025-03-30 18:08:02.491526,8.51,8.537642922618156,8.444814302598235,8.51,56821.37
2025-03-30 18:23:02.491526,8.41,8.483801549233215,8.400976917275731,8.41,33158.17
2025-03-30 18:38:02.491526,8.5,8.538236483326902,8.448934381441001,8.5,63239.03
2025-03-30 18:53:02.491526,8.47,8.507717144036844,8.424612832678665,8.47,28584.41
2025-03-30 19:08:02.491526,8.58,8.645548256910237,8.552260904656663,8.58,77597.28
2025-03-30 19:23:02.491526,8.6,8.63178595642155,8.589468139425556,8.6,38630.39
2025-03-30 19:38:02.491526,8.45,8.467134364029143,8.379524995170216,8.45,15518.45
2025-03-30 19:53:02.491526,8.47,8.481355032821702,8.403712277970222,8.47,27299.93
2025-03-30 20:08:02.491526,8.63,8.65649967792138,8.566788870150267,8.63,68560.01
2025-03-30 20:23:02.491526,8.53,8.562502737954851,8.499213053377694,8.53,36488.16
2025-03-30 20:38:02.491526,8.48,8.498806542007236,8.462254713049017,8.48,67382.46
2025-03-30 20:53:02.491526,8.4,8.475864279417582,8.390539182349217,8.4,69501.59
2025-03-30 21:08:02.491526,8.43,8.47460538092527,8.393409456497112,8.43,32851.21
2025-03-30 21:23:02.491526,8.43,8.444422620437686,8.410795299806049,8.43,21048.0
2025-03-30 21:38:02.491526,8.44,8.454153021256069,8.393295603726841,8.44,40943.58
2025-03-30 21:53:02.491526,8.6,8.670884295999706,8.580708618222639,8.6,19553.27
2025-03-30 22:08:02.491526,8.73,8.790407554935433,8.650682825564491,8.73,31034.03
2025-03-30 22:23:02.491526,8.62,8.649479601710457,8.609103763212774,8.62,59286.89
2025-03-30 22:38:02.491526,8.71,8.782930007609336,8.679814473036354,8.71,66243.06
2025-03-30 22:53:02.491526,8.83,8.862157015353672,8.777761897818326,8.83,48673.61
2025-03-30 23:08:02.491526,8.96,8.976977205777635,8.884519113259856,8.96,71575.22
2025-03-30 23:23:02.491526,8.99,9.0768045883532,8.977862693244461,8.99,60933.46
2025-03-30 23:38:02.491526,8.89,8.904051129363532,8.811246320370893,8.89,16192.36
2025-03-30 23:53:02.491526,8.74,8.795530689189793,8.700262705684503,8.74,61686.6
2025-03-31 00:08:02.491526,8.76,8.771239233771917,8.687291099570992,8.76,47323.57
2025-03-31 00:23:02.491526,8.93,8.970202839431519,8.87211575445528,8.93,54526.99
2025-03-31 00:38:02.491526,9.09,9.159174526729185,9.018962959216791,9.09,18920.59
